Customer ID,recency_days,frequency,monetary,aov,avg_days_between,tenure_days,clv_simple_predict,spend_30d,spend_90d,spend_365d,r_score,f_score,m_score,rfm_sum,rfm_score,segment
12553.0,1,4,1349.43,337.3575,110.33333333333333,333,696.9796269727403,475.51,475.51,1349.43,4,4,4,12,444,Champions
12556.0,34,1,308.75,308.75,,34,159.46915351506453,,308.75,308.75,4,1,2,7,412,Others
12557.0,40,3,8183.46,2727.82,299.0,639,4226.751219512195,,3417.1200000000003,7563.46,3,3,4,10,334,Champions
12558.0,121,2,1.0658141036401503e-14,0.0,180.0,302,0.0,,,1.0658141036401503e-14,3,2,1,6,321,Others
12559.0,312,2,50.10000000000001,25.050000000000004,0.0,312,25.876614060258255,,,50.10000000000001,1,2,1,4,121,Others
12560.0,243,1,693.62,693.62,,243,358.2542324246772,,,693.62,1,1,3,5,113,AtRisk
12561.0,70,1,238.85,238.85,,70,123.36585365853657,,238.85,238.85,3,1,2,6,312,Others
12562.0,217,2,1298.25,649.125,115.0,332,670.545193687231,,,1298.25,1,2,4,7,124,BigSpenders
12565.0,283,1,-14.75,-14.75,,283,-7.618364418938306,,,-14.75,1,1,1,3,111,AtRisk
12567.0,127,7,4239.49,605.6414285714285,74.83333333333333,578,2189.6935437589664,,,2408.11,2,4,4,10,244,Champions
12569.0,1,18,2500.27,138.9038888888889,19.647058823529413,341,1291.3876614060257,102.48,102.48,2500.27,4,4,4,12,444,Champions
12571.0,64,1,248.35,248.35,,64,128.27259684361547,,248.35,248.35,3,1,2,6,312,Others
12572.0,333,1,484.62,484.62,,333,250.30588235294113,,,484.62,1,1,3,5,113,AtRisk
12576.0,131,4,1063.69,265.9225,37.333333333333336,244,549.3951219512195,,,1063.69,2,4,4,10,244,Champions
12577.0,244,3,370.93,123.64333333333333,0.0,244,191.5850789096126,,,370.93,1,3,2,6,132,Others
12578.0,224,1,-7.649999999999999,-7.649999999999999,,224,-3.951219512195121,,,-7.649999999999999,1,1,1,3,111,AtRisk
12580.0,160,1,413.66,413.66,,160,213.65509325681492,,,413.66,2,1,2,5,212,Others
12583.0,1,9,5164.87,573.8744444444444,86.75,698,2667.6516499282634,728.9200000000001,1769.65,4312.07,4,4,4,12,444,Champions
12584.0,158,7,709.9300000000001,101.41857142857144,15.5,252,366.6783357245337,,,709.9300000000001,2,4,3,9,243,BigSpenders
12585.0,224,1,-56.04,-56.04,,224,-28.94461979913916,,,-56.04,1,1,1,3,111,AtRisk
12586.0,547,1,-17.0,-17.0,,547,-8.78048780487805,,,,1,1,1,3,111,AtRisk
12587.0,302,1,120.98,120.98,,302,62.48608321377331,,,120.98,1,1,1,3,111,AtRisk
12589.0,30,1,512.12,512.12,,30,264.509612625538,,512.12,512.12,4,1,3,8,413,BigSpenders
12590.0,6,3,9355.36,3118.4533333333334,151.0,308,4832.036728837877,9358.24,9358.24,9355.36,4,3,4,11,434,Champions
12592.0,67,2,435.56,217.78,56.0,124,224.96642754662838,,230.78,435.56,3,2,3,8,323,BigSpenders
12593.0,220,2,319.76,159.88,85.0,306,165.15581061692967,,,319.76,1,2,2,5,122,Others
12594.0,64,3,850.83,283.61,119.0,303,439.4530846484936,,721.95,850.83,3,3,3,9,333,Loyal
12596.0,37,1,251.51,251.51,,37,129.9047345767575,,251.51,251.51,4,1,2,7,412,Others
12597.0,96,2,704.5699999999999,352.28499999999997,57.0,153,363.9098995695839,,,704.5699999999999,3,2,3,8,323,BigSpenders
12598.0,30,5,1186.64,237.32800000000003,76.5,338,612.8987087517935,,342.98,1186.64,4,4,4,12,444,Champions
12599.0,34,4,631.2,157.8,61.0,217,326.01434720229554,,252.10000000000002,631.2,4,4,3,11,443,Champions
12600.0,30,3,876.88,292.29333333333335,304.0,639,452.9078909612625,,376.52,801.4,4,3,3,10,433,Champions
12601.0,40,3,322.4,107.46666666666668,119.5,280,166.51936872309903,,255.32,322.4,3,3,2,8,332,Loyal
12602.0,1,1,153.12,153.12,,1,79.08637015781922,153.12,153.12,153.12,4,1,1,6,411,Others
12605.0,455,1,-7.5,-7.5,,455,-3.8737446197991385,,,,1,1,1,3,111,AtRisk
12607.0,1,2,7.105427357601002e-15,0.0,61.0,62,0.0,-1579.51,7.105427357601002e-15,7.105427357601002e-15,4,2,1,7,421,Others
12609.0,188,1,510.1,510.1,,188,263.4662840746054,,,510.1,2,1,3,6,213,BigSpenders
12610.0,33,2,891.12,445.56000000000006,183.0,217,460.26284074605456,,-11.55,891.12,4,2,3,9,423,BigSpenders
12613.0,122,1,-125.4,-125.4,,122,-64.7690100430416,,,-125.4,3,1,1,5,311,Others
12614.0,161,1,315.6,315.6,,161,163.00717360114777,,,315.6,2,1,2,5,212,Others
12615.0,152,2,1074.7,537.35,123.0,275,555.0817790530847,,,1074.7,2,2,4,8,224,BigSpenders
12616.0,216,2,447.71,223.85500000000002,125.0,341,231.24189383070302,,,447.71,2,2,3,7,223,BigSpenders
12617.0,61,1,352.98,352.98,,61,182.31391678622668,,352.98,352.98,3,1,2,6,312,Others
12619.0,61,4,447.12,111.78,62.0,248,230.93715925394545,,-33.0,447.12,3,4,3,10,343,Champions
12621.0,6,6,3378.69,563.115,89.4,455,1745.0909612625537,1108.98,1108.98,2913.24,4,4,4,12,444,Champions
12623.0,130,1,303.06,303.06,,130,156.5302725968436,,,303.06,2,1,2,5,212,Others
12625.0,6,2,890.5600000000001,445.28,277.0,284,459.97360114777615,959.04,959.04,890.5600000000001,4,2,3,9,423,BigSpenders
12626.0,157,4,2369.39,592.3475,61.333333333333336,343,1223.7882352941174,,,2369.39,2,4,4,10,244,Champions
12627.0,184,3,2504.92,834.9733333333334,61.0,306,1293.7893830703013,,,2504.92,2,3,4,9,234,BigSpenders
12628.0,183,3,783.4,261.1333333333334,14.5,213,404.6255380200862,,,783.4,2,3,3,8,233,BigSpenders
12633.0,1,3,409.04,136.34666666666666,152.5,306,211.26886657101863,214.21,214.21,409.04,4,3,2,9,432,Loyal
12635.0,32,2,1714.54,857.27,94.0,126,885.5586800573886,,1033.96,1714.54,4,2,4,10,424,Champions
12637.0,93,4,3574.8,893.7,60.333333333333336,276,1846.3816355810613,,,3574.8,3,4,4,11,344,Champions
12638.0,183,1,579.61,579.61,,183,299.3681492109039,,,579.61,2,1,3,6,213,BigSpenders
12643.0,40,5,3081.98,616.396,60.0,281,1591.8404591104736,,1345.08,3081.98,3,4,4,11,344,Champions
12644.0,306,1,477.90999999999997,477.90999999999997,,306,246.84017216642752,,,477.90999999999997,1,1,3,5,113,AtRisk
12645.0,183,3,869.02,289.67333333333335,76.5,336,448.8482065997131,,,869.02,2,3,3,8,233,BigSpenders
12646.0,213,1,615.28,615.28,,213,317.79167862266854,,,615.28,2,1,3,6,213,BigSpenders
12647.0,32,7,2230.75,318.67857142857144,90.66666666666667,578,1152.180774748924,,343.11,1271.13,4,4,4,12,444,Champions
12648.0,126,1,317.03000000000003,317.03000000000003,,126,163.74576757532282,,,317.03000000000003,2,1,2,5,212,Others
12649.0,36,2,353.16,176.57999999999998,418.0,455,182.40688665710184,,372.96,372.96,4,2,2,8,422,Others
12650.0,182,1,316.12,316.12,,182,163.2757532281205,,,316.12,2,1,2,5,212,Others
12651.0,101,1,114.0,114.0,,101,58.88091822094691,,,114.0,3,1,1,5,311,Others
12652.0,10,1,914.76,914.76,,10,472.4728837876613,914.76,914.76,914.76,4,1,3,8,413,BigSpenders
12654.0,303,1,170.21,170.21,,303,87.91334289813486,,,170.21,1,1,1,3,111,AtRisk
12656.0,3,3,-68.45,-22.816666666666666,59.5,122,-35.35437589670015,-21.700000000000003,-59.95,-68.45,4,3,1,8,431,Loyal
12659.0,61,1,90.66,90.66,,61,46.82582496413198,,90.66,90.66,3,1,1,5,311,Others
12662.0,90,6,1578.3700000000001,263.06166666666667,121.0,698,815.2269727403157,,,1317.91,3,4,4,11,344,Champions
12664.0,1,5,2203.66,440.7320000000001,82.5,333,1138.1888091822098,315.78,315.78,2203.66,4,4,4,12,444,Champions
12665.0,10,1,-1.25,-1.25,,10,-0.6456241032998564,-1.25,-1.25,-1.25,4,1,1,6,411,Others
12667.0,1,1,530.45,530.45,,1,273.97704447632714,530.45,530.45,530.45,4,1,3,8,413,BigSpenders
12668.0,221,2,-63.97,-31.985,80.0,302,-33.04045911047345,,,-63.97,1,2,1,4,121,Others
12669.0,4,3,470.23,156.74333333333334,108.5,221,242.87345767575323,470.23,470.23,470.23,4,3,3,10,433,Champions
12670.0,61,2,1267.42,633.71,244.0,305,654.6215208034432,,662.4,1267.42,3,2,4,9,324,BigSpenders
12673.0,243,1,387.58000000000004,387.58000000000004,,243,200.18479196556672,,,387.58000000000004,1,1,2,4,112,AtRisk
12674.0,93,3,978.95,326.31666666666666,120.0,334,505.62697274031564,,,978.95,3,3,3,9,333,Loyal
12676.0,125,3,731.09,243.6966666666667,108.5,343,377.6074605451937,,,731.09,2,3,3,8,233,BigSpenders
12678.0,219,2,1945.28,972.64,32.0,251,1004.7357245337158,,,1945.28,1,2,4,7,124,BigSpenders
12679.0,1,4,851.21,212.8025,113.0,342,439.6493543758967,110.28,110.28,851.21,4,4,3,11,443,Champions
12680.0,32,2,377.79,188.895,57.0,90,195.12826398852224,,111.36,377.79,4,2,2,8,422,Others
12681.0,34,7,5345.95,763.7071428571428,80.0,517,2761.1793400286942,,1765.18,4316.51,4,4,4,12,444,Champions
12682.0,3,16,7237.860000000001,452.36625000000004,42.0,639,3738.3494978479193,858.3,1834.99,6169.71,4,4,4,12,444,Champions
12683.0,6,14,4070.56,290.7542857142857,34.23076923076923,455,2102.441319942611,295.51,295.51,3013.6,4,4,4,12,444,Champions
12684.0,67,3,914.58,304.86,117.5,302,472.3799139167862,,487.06,914.58,3,3,3,9,333,Loyal
12685.0,30,3,2008.32,669.4399999999999,62.5,155,1037.295839311334,,410.06,2008.32,4,3,4,11,434,Champions
12686.0,639,1,88.12,88.12,,639,45.51391678622668,,,,1,1,1,3,111,AtRisk
12689.0,247,1,508.99,508.99,,247,262.89296987087516,,,508.99,1,1,3,5,113,AtRisk
12691.0,1,2,477.46,238.72999999999996,28.0,30,246.60774748923956,302.08,477.46,477.46,4,2,3,9,423,BigSpenders
12693.0,6,3,439.98,146.66,119.5,246,227.2493543758967,226.83,216.88,439.98,4,3,3,10,433,Champions
12694.0,95,1,438.84,438.84,,95,226.6605451936872,,,438.84,3,1,3,7,313,BigSpenders
12695.0,245,2,248.2,124.1,57.0,302,128.1951219512195,,,248.2,1,2,2,5,122,Others
12697.0,30,1,200.66,200.66,,30,103.64074605451935,,200.66,200.66,4,1,1,6,411,Others
12700.0,128,6,4859.57,809.9283333333334,34.6,302,2509.964418938307,,,4859.57,2,4,4,10,244,Champions
12701.0,37,1,340.32,340.32,,37,175.77503586800572,,340.32,340.32,4,1,2,7,412,Others
12703.0,183,1,-8.850000000000001,-8.850000000000001,,183,-4.5710186513629845,,,-8.850000000000001,2,1,1,4,211,Others
12704.0,244,4,902.73,225.6825,19.0,302,466.2593974175036,,,902.73,1,4,3,8,143,BigSpenders
12705.0,129,3,2341.58,780.5266666666666,58.5,248,1209.4243902439025,,,2341.58,2,3,4,9,234,BigSpenders
12708.0,38,9,727.34,80.81555555555556,63.0,547,375.6705882352941,,8.130000000000003,531.92,4,4,3,11,443,Champions
12709.0,1,12,3826.73,318.89416666666665,43.72727272727273,486,1976.5032998565277,497.07,497.07,3311.17,4,4,4,12,444,Champions
12710.0,246,3,408.55,136.18333333333334,45.5,338,211.01578192252512,,,408.55,1,3,2,6,132,Others
12712.0,10,10,2571.04,257.104,69.22222222222223,639,1327.9403156384506,248.61,1656.71,2116.2200000000003,4,4,4,12,444,Champions
12713.0,90,1,845.49,845.49,,90,436.69497847919655,,,845.49,3,1,3,7,313,BigSpenders
12716.0,182,1,377.15,377.15,,182,194.79770444763267,,,377.15,2,1,2,5,212,Others
12717.0,34,3,861.35,287.1166666666667,47.5,129,444.8866571018651,,340.62,861.35,4,3,3,10,433,Champions
12719.0,31,3,604.02,201.34,105.5,243,311.97589670014344,,-36.85000000000001,604.02,4,3,3,10,433,Champions
12720.0,4,14,3009.45,214.96071428571426,43.76923076923077,578,1554.3787661406022,369.76,657.05,2540.14,4,4,4,12,444,Champions
12721.0,95,5,2000.1399999999999,400.02799999999996,89.25,455,1033.07087517934,,,2027.29,3,4,4,11,344,Champions
12722.0,4,1,305.32,305.32,,4,157.69756097560975,305.32,305.32,305.32,4,1,2,7,412,Others
12723.0,182,3,375.67,125.22333333333331,16.0,215,194.03328550932565,,,375.67,2,3,2,7,232,Others
12724.0,40,2,361.1,180.55,202.0,243,186.50789096126255,,153.88,361.1,3,2,2,7,322,Others
12725.0,639,1,405.76,405.76,,639,209.5747489239598,,,,1,1,2,4,112,AtRisk
12726.0,30,3,1367.44,455.81333333333333,48.0,127,706.2817790530846,,781.4,1367.44,4,3,4,11,434,Champions
12727.0,216,4,1890.64,472.66,22.0,283,976.5142037302726,,,1890.64,2,4,4,10,244,Champions
12728.0,40,1,250.5,250.5,,40,129.38307030129124,,250.5,250.5,3,1,2,6,312,Others
12731.0,36,4,2680.54,670.135,129.66666666666666,425,1384.4969870875177,,1364.8,1616.8,4,4,4,12,444,Champions
12735.0,193,1,317.73,317.73,,193,164.10731707317075,,,317.73,2,1,2,5,212,Others
12736.0,40,1,228.9,228.9,,40,118.22668579626972,,228.9,228.9,3,1,2,6,312,Others
12738.0,666,1,154.32999999999998,154.32999999999998,,666,79.71133428981348,,,,1,1,1,3,111,AtRisk
12739.0,335,1,975.54,975.54,,335,503.8657101865136,,,975.54,1,1,3,5,113,AtRisk
12740.0,154,1,427.6,427.6,,154,220.85509325681488,,,427.6,2,1,3,6,213,BigSpenders
12744.0,221,5,2118.7400000000002,423.74799999999993,7.25,251,1094.3276901004301,,,2118.7400000000002,1,4,4,9,144,BigSpenders
12747.0,152,5,2226.18,445.23600000000005,105.75,578,1149.8203730272598,,,1867.6200000000001,2,4,4,10,244,Champions
12748.0,5,112,13750.17,122.769375,5.882882882882883,698,7101.95294117647,537.05,4467.47,10369.56,4,4,4,12,444,Champions
12749.0,33,5,3392.51,678.5020000000001,75.5,337,1752.2289813486373,,733.32,3392.51,4,4,4,12,444,Champions
12750.0,278,1,275.88,275.88,,278,142.4918220946915,,,275.88,1,1,2,4,112,AtRisk
12753.0,100,7,12670.39,1810.0557142857142,43.5,364,6544.247345767574,,,12670.39,3,4,4,11,344,Champions
12754.0,161,4,28.59,7.1475,30.666666666666668,253,14.766714490674318,,,28.59,2,4,1,7,241,Others
